,Event.Id,Investigation.Type,Accident.Number,Event.Date,Country,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,year,month,day,Make/Model,model_new,City,State
77242,20150901X02521,Accident,GAA15CA243,2015-08-30,United States,,,Non-Fatal,Substantial,Airplane,N8404X,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's exceedance of the critical angle of attack during takeoff, which resulted in an aerodynamic stall and impact with terrain.",2015,8,30,cessna 172,172,New Enterprise, PA
77259,20150904X10501,Accident,ANC15LA069,2015-09-02,United States,AK22,Lakleoy Air Park,Non-Fatal,Substantial,Airplane,N7494R,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,,"The student pilots loss of directional control during landing with a tailwind, which resulted in a runway excursion and collision with trees. ",2015,9,2,piper pa28140,pa-28,North Pole, AK
77262,20150903X33216,Accident,WPR15FA256,2015-09-03,United States,SEE,GILLESPIE FIELD,Fatal,Substantial,Airplane,N8441B,piper,pa28,No,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,,"The pilots' failure to maintain airplane control following a partial loss of engine power after takeoff, which resulted in an aerodynamic stall. Contributing to the accident was the partial loss of engine power due to a failure of the right magneto.",2015,9,3,piper pa28,pa-28,Santee, CA
77267,20150907X52038,Accident,ERA15LA341,2015-09-04,United States,K24,RUSSELL COUNTY,Non-Fatal,Substantial,Airplane,N8162S,piper,pa28rt201,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,"Maintenance personnels inadequate fuel injection servo maintenance due to an out-of-date AD list, which resulted in the fuel injection servo plug backing out of the threaded plug hole on the regulator cover of the fuel injection servo and subsequent total loss of engine power.",2015,9,4,piper pa28rt201,pa-28,Russell Springs, KY
77273,20150907X53155,Accident,ERA15LA342,2015-09-05,United States,TMB,Miami Executive,Non-Fatal,Substantial,Airplane,N6141Q,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's improper preflight fuel planning and in-flight fuel management, which resulted in a total loss of engine power due to fuel exhaustion.",2015,9,5,cessna 152,152,Miami, FL
77283,20150909X92914,Accident,ERA15LA345,2015-09-07,United States,,,Non-Fatal,Substantial,Airplane,N44903,piper,pa28r201t,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"A total loss of engine power due to oil starvation caused by insufficiently torqued cylinder through bolt nuts, which caused bearings to shift and led to the subsequent failure of the No. 3 connecting rod.",2015,9,7,piper pa28r201t,pa-28,Atmore, AL
77285,20150917X85753,Accident,GAA15CA263,2015-09-07,United States,DYL,DOYLESTOWN,Non-Fatal,Substantial,Airplane,N1125X,piper,pa28r200,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to land with sufficient runway remaining to safely stop the airplane. Contributing to the accident was the pilot's fatigue during the flight.,2015,9,7,piper pa28r200,pa-28,Doylestown, PA
77286,20150922X32524,Accident,ANC15CA072,2015-09-07,United States,,,Non-Fatal,Substantial,Airplane,N5947T,cessna,150d,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots decision to land on an unfamiliar, unimproved airstrip which resulted in a loss of control and runway excursion.",2015,9,7,cessna 150d,150,Delta Junction, AK
77299,20150912X71749,Accident,ERA15FA351,2015-09-11,United States,,,Fatal,Substantial,Airplane,N52445,cessna,172,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,"The noncertificated pilots failure to maintain adequate clearance from terrain for reasons that could not be determined based on the available evidence. ",2015,9,11,cessna 172,172,Riegelwood, NC
77305,20150912X73040,Accident,ERA15FA352,2015-09-12,United States,,,Fatal,Destroyed,Airplane,N8185F,cessna,150,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,"The student pilot's improper decision to intentionally maneuver at low altitude while waving to people on the ground, which led to the airplane exceeding its critical angle of attack and experiencing an aerodynamic stall.",2015,9,12,cessna 150,150,Atco, NJ
77312,20150917X63500,Accident,GAA15CA261,2015-09-13,United States,,,Non-Fatal,Substantial,Airplane,N121LK,piper,pa28181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's improper fuel planning which resulted in fuel exhaustion, and loss of engine power. Additionally, the pilot's failure to maintain pitch control during the emergency landing, which resulted in an aerodynamic stall.",2015,9,13,piper pa28181,pa-28,Lexington, NE
77321,20150916X52103,Accident,CEN15LA414,2015-09-16,United States,,,Non-Fatal,Substantial,Airplane,N65191,cessna,172p,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,A partial loss of engine power due to the undetected loosening of the four carburetor bolts that connect the throttle body to the bowl assembly.,2015,9,16,cessna 172p,172,Nutwood, IL
77325,20150924X90741,Accident,GAA15CA274,2015-09-16,United States,HRU,HERINGTON RGNL,Non-Fatal,Substantial,Airplane,N909HC,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain pitch control during the landing roll, which resulted in a porpoise.",2015,9,16,cessna 172n,172,Herington, KS
77326,20150917X83014,Accident,CEN15LA416,2015-09-17,United States,,,Non-Fatal,Substantial,Airplane,N180CM,cessna,r172,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,,The total loss of engine power due to the fatigue failure of the No. 1 connecting rod. Contributing to the accident was the manufacturers exclusion of the accident engine (by serial number) in a revision of a service bulletin.,2015,9,17,cessna r172,172,College Station, TX
77333,20150920X40915,Accident,ERA15LA363,2015-09-19,United States,,,Non-Fatal,Substantial,Airplane,N3647S,cessna,172e,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,,"The total loss of engine power due to carburetor icing. Contributing to the accident was the pilot's failure to maintain a proper approach speed during the forced landing, which resulted in impact with trees.",2015,9,19,cessna 172e,172,Gettysburg, PA
77337,20150923X45343,Accident,ERA15LA368,2015-09-19,United States,,,Non-Fatal,Substantial,Airplane,N714CW,cessna,150m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The in-flight fatigue failure of the No. 4 cylinder barrel, which resulted in a total loss of engine power.",2015,9,19,cessna 150m,150,Mount Airy, MD
77341,20150924X82555,Accident,ERA15LA369,2015-09-19,United States,9G1,PITTSBURGH NORTHEAST,Non-Fatal,Substantial,Airplane,N9887K,piper,pa28161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"An engine fire, which resulted from the overpriming of a hot engine.",2015,9,19,piper pa28161,pa-28,Pittsburg, PA
77344,20150921X90452,Accident,ERA15FA362,2015-09-20,United States,,,Fatal,Destroyed,Airplane,N22721,cessna,150h,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,,"The pilot's failure to maintain airspeed and her exceedance of the airplane's critical angle-of-attack, which led to an aerodynamic stall, following a total loss of engine power for reasons that could not be determined because postaccident examination of the airframe and engine did not reveal any anomalies that would have precluded normal operation.",2015,9,20,cessna 150h,150,Morrisville, NY
77347,20151001X85024,Accident,GAA15CA290,2015-09-20,United States,W34,SHIOCTON AIRPORT,Non-Fatal,Substantial,Airplane,N20079,cessna,172m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's decision to continue to land at an unlighted airstrip, at night, after the landing light failed on approach, which resulted in a bounced landing, runway excursion, and collision with terrain.",2015,9,20,cessna 172m,172,Shiocton, WI
77351,20150922X14312,Accident,ERA15LA366,2015-09-21,United States,7N8,Butter Valley Golf Port,Non-Fatal,Substantial,Airplane,N347SP,cessna,172,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,The pilot's failure to maintain altitude during low-level aerobatic maneuvers. Contributing to the accident were the pilot's improper decision to attempt the low-level aerobatic maneuvers and his impairment due to psychiatric conditions and the medications he was using to treat them.,2015,9,21,cessna 172,172,Bally, PA
77360,20150923X65755,Accident,WPR15LA266,2015-09-23,United States,EKO,ELKO RGNL,Non-Fatal,Substantial,Airplane,N56897,piper,pa28,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,,"The pilot's failure to sufficiently lean the engines fuel-to-air mixture for the given density altitude, which resulted in reduced engine power output and the airplanes inability to climb.",2015,9,23,piper pa28,pa-28,Elko, NV
77369,20150928X52300,Accident,GAA15CA276,2015-09-24,United States,VNY,VAN NUYS,Non-Fatal,Substantial,Airplane,N8258S,piper,pa28,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to compensate for turbulence during the landing flare, which resulted in a hard landing and runway excursion.",2015,9,24,piper pa28,pa-28,Van Nuys, CA
77383,20150930X85955,Accident,CEN15LA433,2015-09-26,United States,SMD,Smith Field Airport,Non-Fatal,Substantial,Airplane,N6922F,cessna,150f,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,"The pilot's inadequate preflight planning and fuel management, which resulted in a total loss of engine power due to fuel exhaustion.",2015,9,26,cessna 150f,150,Fort Wayne, IN
77393,20150928X72825,Accident,WPR15FA268,2015-09-28,United States,0S9,Jefferson County International,Non-Fatal,Substantial,Airplane,N8529G,cessna,150f,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,,"The loss of engine power due to the mechanic's inadequate tightening of the crankshaft gear retaining bolts during an engine overhaul, which resulted in fatigue failure of the bolts and the crankshaft gear dowel pin that allowed the crankshaft gear to separate from the crankshaft.",2015,9,28,cessna 150f,150,Port Townsend, WA
77396,20150930X02113,Accident,ERA15LA377,2015-09-29,United States,8M7,Tradewater Airport,Non-Fatal,Substantial,Airplane,N2175K,piper,pa28rt201t,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,"The fatigue failure of a crankshaft counterweight, which resulted in a total loss of engine power during cruise flight.",2015,9,29,piper pa28rt201t,pa-28,Dawson Springs, KY
77406,20151006X44156,Accident,GAA16CA002,2015-10-01,United States,AVX,CATALINA,Non-Fatal,Substantial,Airplane,N4286Q,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,"The pilot's exceedance of the critical angle of attack in turbulent and downdraft conditions, which resulted in an aerodynamic stall and collision with terrain on final approach.",2015,10,1,cessna 172,172,Avalon, CA
77410,20151003X00609,Accident,CEN16FA001,2015-10-02,United States,UTS,Huntsville,Fatal,Substantial,Airplane,N3552K,piper,pa28140,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,"The pilot's mismanagement off the fuel supply to the engine, which resulted in fuel starvation.",2015,10,2,piper pa28140,pa-28,Huntsville, TX
77413,20151009X44408,Accident,GAA16CA011,2015-10-02,United States,MMV,MC MINNVILLE MUNI,Non-Fatal,Substantial,Airplane,N20488,cessna,172m,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,"The flight instructor's failure to correct the student pilot's approach path during the final approach, which resulted in a collision with runway threshold lights. Contributing to the accident was the student pilot's failure to attain and maintain the recommended approach path.",2015,10,2,cessna 172m,172,McMinnville, OR
77417,20151006X32623,Accident,GAA16LA001,2015-10-03,United States,O85,BENTON FIELD,Non-Fatal,Substantial,Airplane,N7837X,cessna,172b,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,,"The pilots improper decision to land the airplane on a short runway with a tailwind and his subsequent delayed decision to abort the landing. ",2015,10,3,cessna 172b,172,Redding, CA
77423,20151006X12717,Accident,CEN16LA004,2015-10-05,United States,DXE,DEXTER MUNI,Non-Fatal,Substantial,Airplane,N3174J,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,"The pilot's impairment due to the ingestion of alcohol, which impaired his decision-making and resulted in his taking off and flying the airplane until the engine lost power due to fuel exhaustion.",2015,10,5,cessna 150,150,Dexter, MO
77437,20151007X83126,Accident,WPR16LA005,2015-10-07,United States,CPM,COMPTON/WOODLEY,Non-Fatal,Substantial,Airplane,N7506W,piper,pa28,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,"A total loss of engine power during initial climb for reasons that could not be determined because postaccident engine examination did not reveal any anomalies that would have precluded normal operation.",2015,10,7,piper pa28,pa-28,Compton, CA
77441,20151008X83112,Accident,ANC16FA001,2015-10-08,United States,9AK7,CUBDIVISION,Fatal,Substantial,Airplane,N7064,cessna,150f,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,"The pilots failure to maintain adequate airspeed and his exceedance of the airplanes critical angle-of-attack while maneuvering, which resulted in a stall at too low an altitude to allow recovery. ",2015,10,8,cessna 150f,150,Big Lake, AK
77447,20151010X52624,Accident,ERA16LA007,2015-10-10,United States,SAV,SAVANNAH/HILTON HEAD INTL,Non-Fatal,Substantial,Airplane,N9312N,piper,pa28r,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,,"The pilot's inadequate preflight fuel planning and in-flight fuel management, which resulted in fuel exhaustion and a total loss of engine power during approach. Contributing to the accident were the pilots failure to maintain adequate airspeed and his exceedance of the airplanes critical angle-of-attack, which resulted in an aerodynamic stall.",2015,10,10,piper pa28r,pa-28,Savannah, GA
77448,20151010X81206,Accident,ERA16LA008,2015-10-10,United States,,,Fatal,Substantial,Airplane,N5295Y,cessna,172s,No,1.0,Reciprocating,Personal,1.0,0.0,2.0,0.0,VMC,,"The airplanes encounter with a downdraft, and the pilot's decision to maneuver the airplane at a low altitude and airspeed, which provided insufficient time and altitude to recover before impacting terrain.",2015,10,10,cessna 172s,172,Seville, FL
77453,20151012X34412,Accident,ERA16LA009,2015-10-11,United States,,,Non-Fatal,Substantial,Airplane,N733VB,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"A total loss of engine power for reasons that could not be determined because the airplane was not recovered from the ocean after the ditching.",2015,10,11,cessna 172n,172,Miami Beach, FL
77465,20151013X85705,Accident,ERA16FA012,2015-10-13,United States,LNA,PALM BEACH COUNTY PARK,Fatal,Destroyed,Airplane,N57312,piper,pa28180,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,A loss of control for reasons that could not be determined based on the available information.,2015,10,13,piper pa28180,pa-28,Lake Worth, FL
77482,20151017X04139,Accident,WPR16FA014,2015-10-17,United States,PSP,PALM SPRINGS INTL,Fatal,Destroyed,Airplane,N4972J,piper,pa28r180,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,,"The non-instrument rated pilot's improper inflight decision-making to attempt to outclimb clouds along his planned route rather than reverse course, which resulted in his inadvertent entry into instrument meteorological conditions, spatial disorientation, and a resultant loss of control. The pilot's preexisting medical conditions and his use of impairing medications contributed to his degraded performance.",2015,10,17,piper pa28r180,pa-28,Morongo Valley, CA
77488,20151019X04728,Accident,ERA16LA018,2015-10-18,United States,,,Non-Fatal,Substantial,Airplane,N6636A,cessna,172,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,2.0,VMC,,"The pilot's inadequate preflight inspection of the fuel system, which resulted in a total loss of engine power due to water contamination.",2015,10,18,cessna 172,172,Campobello, SC
77504,20151029X43331,Accident,GAA16CA033,2015-10-23,United States,44N,SKY ACRES,Non-Fatal,Substantial,Airplane,N6709S,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's loss of heading control during the go-around in gusty crosswind conditions, which resulted in a collision with trees.",2015,10,23,cessna 150,150,Millbrook, NY
77511,20151026X64418,Accident,CEN16LA021,2015-10-24,United States,9WN1,COURTNEY PLUMMER,Non-Fatal,Substantial,Airplane,N3979X,piper,pa28235,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"An engine compartment fire during landing, which resulted in extensive fire damage, for reasons that could not be determined during examinations of the remaining wreckage.",2015,10,24,piper pa28235,pa-28,Winneconne, WI
77515,20151028X70720,Accident,CEN16LA023,2015-10-24,United States,IXD,New Century AirCenter Airport,Non-Fatal,Substantial,Airplane,N8227L,piper,pa28181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots application of excessive brake pressure to maintain a safe taxi speed during a long, slightly downhill taxi with a strong quartering tailwind, which resulted in a brake fire. ",2015,10,24,piper pa28181,pa-28,New Century, KS
